,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,target,qtr,age_rank,duration_rank,pday_rank,previous_rank,poutcome_new,emp.var.rate_rank,cons.price.idx_rank,euribor3m_rank,nr.employed_rank,y_pred_p,p_rank,y_pred_p_dtree,p_rank_dtree
1619,39,blue-collar,married,Basic,blue-collar,yes,yes,cellular,jul,tue,157,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,3,3,3,2,0,4,4,4,4,0.031880828219463454,2,0.031880828219463454,2
1620,50,admin.,married,university.degree,admin.,no,yes,telephone,may,tue,20,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,5,1,3,2,0,3,3,3,3,0.038978314398123944,3,0.038978314398123944,3
1621,34,admin.,married,university.degree,admin.,no,no,telephone,may,tue,1167,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,2,5,3,2,0,3,3,3,3,0.05382046594845849,5,0.05382046594845849,5
1622,36,entrepreneur,married,university.degree,entrepreneur,no,no,telephone,may,wed,386,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,3,5,3,2,0,3,3,3,3,0.04010379418011948,3,0.04010379418011948,3
1623,29,blue-collar,single,Basic,blue-collar,yes,yes,cellular,nov,thu,104,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0,Q4,1,2,3,2,0,2,2,2,3,0.03709264932823848,3,0.03709264932823848,3
1624,43,housemaid,married,Basic,housemaid,no,yes,telephone,may,wed,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0,Q2,4,4,3,2,0,3,3,3,3,0.046681499144959816,4,0.046681499144959816,4
1625,42,unemployed,married,high.school,unemployed,no,no,telephone,may,mon,181,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,3,3,2,0,3,3,3,3,0.036283557176320314,3,0.036283557176320314,3
1626,51,housemaid,married,unknown,housemaid,yes,no,cellular,aug,fri,121,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,0,Q3,5,2,3,2,0,1,1,1,1,0.3552416892219422,10,0.3552416892219422,10
1627,26,blue-collar,single,Basic,blue-collar,yes,no,cellular,jul,mon,369,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0,Q3,1,5,3,2,0,4,4,4,4,0.04914291678152452,4,0.04914291678152452,4
1628,31,student,single,unknown,student,yes,no,cellular,aug,mon,868,3,18,3,failure,-1.7,94.027,-38.3,0.898,4991.6,yes,1,Q3,1,5,1,5,0,2,2,1,1,0.7099446707299967,10,0.7099446707299967,10
1629,47,blue-collar,married,Basic,blue-collar,yes,yes,telephone,jun,tue,168,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,4,3,3,2,0,4,4,4,4,0.028624397800566588,1,0.028624397800566588,1
1630,54,blue-collar,single,Basic,blue-collar,yes,no,cellular,apr,fri,14,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,5,1,3,2,0,1,1,2,2,0.1236461391337997,8,0.1236461391337997,8
1631,40,technician,married,professional.course,technician,yes,no,cellular,aug,thu,258,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,0,Q3,3,4,3,2,0,4,4,4,4,0.060708347678181195,5,0.060708347678181195,5
1632,29,admin.,married,university.degree,admin.,no,yes,cellular,jun,tue,347,3,5,1,success,-1.7,94.055,-39.8,0.702,4991.6,yes,1,Q2,1,4,1,5,1,2,2,1,1,0.7283855719935186,10,0.7283855719935186,10
1633,39,blue-collar,married,Basic,blue-collar,yes,no,cellular,may,mon,327,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,3,4,3,2,0,1,1,2,2,0.12353510766739556,8,0.12353510766739556,8
1634,55,blue-collar,married,Basic,blue-collar,no,no,cellular,jul,wed,525,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0,Q3,5,5,3,2,0,4,4,4,4,0.04423248485867052,4,0.04423248485867052,4
1635,43,technician,married,professional.course,technician,no,no,telephone,may,fri,265,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,0,Q2,4,4,3,2,0,3,3,4,3,0.050739285513250076,4,0.050739285513250076,4
1636,26,self-employed,single,university.degree,self-employed,no,no,cellular,may,wed,78,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,0,Q2,1,1,3,2,0,1,1,1,2,0.15809379702700313,9,0.15809379702700313,9
1637,33,technician,divorced,professional.course,technician,yes,no,cellular,aug,mon,170,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,0,Q3,2,3,3,2,0,4,4,5,4,0.09157351116490683,7,0.09157351116490683,7
1638,42,entrepreneur,married,Basic,entrepreneur,yes,no,telephone,jul,thu,485,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,0,Q3,4,5,3,2,0,4,4,4,4,0.03679360795704596,3,0.03679360795704596,3
1639,36,admin.,married,university.degree,admin.,yes,no,cellular,apr,mon,506,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,3,5,3,2,0,1,1,2,2,0.15974310405471281,9,0.15974310405471281,9
1640,33,blue-collar,married,Basic,blue-collar,yes,no,cellular,apr,wed,351,3,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes,1,Q2,2,4,3,2,0,1,1,2,2,0.0955303226230574,7,0.0955303226230574,7
1641,36,technician,single,high.school,technician,yes,yes,cellular,aug,tue,629,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,3,5,3,2,0,4,4,5,4,0.04530333778300673,4,0.04530333778300673,4
1642,45,unemployed,married,unknown,unemployed,no,no,telephone,may,tue,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,4,3,2,0,3,3,3,3,0.045213826213241694,4,0.045213826213241694,4
1643,39,technician,married,professional.course,technician,no,no,telephone,may,tue,273,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,3,4,3,2,0,3,3,3,3,0.051007382200257294,4,0.051007382200257294,4
1644,36,admin.,unknown,university.degree,admin.,yes,no,cellular,aug,wed,529,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,1,Q3,3,5,3,2,0,4,4,5,4,0.09669927924645651,7,0.09669927924645651,7
1645,28,admin.,married,university.degree,admin.,no,no,cellular,aug,fri,161,4,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no,0,Q3,1,3,3,2,0,2,2,1,1,0.330328884769057,10,0.330328884769057,10
1646,38,blue-collar,married,Basic,blue-collar,no,no,telephone,jun,wed,333,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0,Q2,3,4,3,2,0,4,4,4,4,0.028682348561571144,1,0.028682348561571144,1
1647,49,blue-collar,married,Basic,blue-collar,no,no,telephone,may,fri,122,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0,Q2,4,2,3,2,0,3,3,3,3,0.02622888003862102,1,0.02622888003862102,1
1648,38,management,single,university.degree,management,no,no,cellular,jul,wed,76,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,3,1,3,2,0,4,4,5,4,0.01017600382833083,1,0.01017600382833083,1
1649,36,blue-collar,single,Basic,blue-collar,no,no,cellular,jul,mon,234,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,3,4,3,2,0,4,4,4,4,0.044086009399767465,4,0.044086009399767465,4
1650,51,blue-collar,married,university.degree,blue-collar,yes,no,cellular,may,fri,99,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0,Q2,5,2,3,2,0,1,1,2,2,0.12938645186344677,8,0.12938645186344677,8
1651,57,retired,married,professional.course,retired,no,yes,cellular,jul,tue,1720,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,5,5,3,2,0,4,4,4,4,0.05527553659856776,5,0.05527553659856776,5
1652,44,services,divorced,high.school,services,yes,no,cellular,may,thu,533,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,1,Q2,4,5,3,2,0,1,1,1,2,0.1448657601186323,9,0.1448657601186323,9
1653,27,admin.,single,university.degree,admin.,yes,no,cellular,aug,wed,429,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,1,Q3,1,5,3,2,0,1,1,1,1,0.3689522452638852,10,0.3689522452638852,10
1654,58,management,divorced,university.degree,management,yes,no,telephone,jul,wed,174,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0,Q3,5,3,3,2,0,4,4,4,4,0.027462370279992338,1,0.027462370279992338,1
1655,28,services,single,high.school,services,no,no,telephone,jun,tue,406,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,1,5,3,2,0,4,4,4,4,0.024104524513501376,1,0.024104524513501376,1
1656,41,admin.,married,university.degree,admin.,no,no,cellular,aug,tue,766,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,1,Q3,3,5,3,2,0,4,4,5,4,0.0871422656325966,7,0.0871422656325966,7
1657,34,blue-collar,married,Basic,blue-collar,yes,no,telephone,jun,fri,232,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0,Q2,2,4,3,2,0,4,4,4,4,0.025691394285961858,1,0.025691394285961858,1
1658,29,services,single,high.school,services,yes,yes,cellular,jun,wed,431,2,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,yes,1,Q2,1,5,3,5,0,1,1,1,1,0.10298322864958177,8,0.10298322864958177,8
1659,55,blue-collar,divorced,Basic,blue-collar,no,no,cellular,may,wed,130,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,0,Q2,5,2,3,5,0,1,1,1,2,0.12316494126584815,8,0.12316494126584815,8
1660,37,technician,single,university.degree,technician,yes,no,cellular,aug,tue,481,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,yes,1,Q3,3,5,3,5,0,2,2,1,1,0.28203276439792097,10,0.28203276439792097,10
1661,18,student,single,unknown,student,yes,no,cellular,may,thu,183,1,7,2,success,-1.8,93.876,-40.0,0.677,5008.7,no,0,Q2,1,3,1,5,1,1,1,1,1,0.7325238037044771,10,0.7325238037044771,10
1662,39,blue-collar,married,professional.course,blue-collar,yes,no,telephone,jun,thu,27,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0,Q2,3,1,3,2,0,4,4,4,4,0.03594585929804327,2,0.03594585929804327,2
1663,36,blue-collar,married,Basic,blue-collar,no,no,telephone,may,wed,360,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,3,4,3,2,0,3,3,3,3,0.03254394282901945,2,0.03254394282901945,2
1664,34,blue-collar,married,Basic,blue-collar,no,yes,cellular,may,wed,50,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0,Q2,2,1,3,2,0,1,1,2,2,0.1334079575901813,8,0.1334079575901813,8
1665,35,blue-collar,married,Basic,blue-collar,yes,no,cellular,nov,mon,212,1,999,2,failure,-1.1,94.767,-50.8,1.05,4963.6,no,0,Q4,2,3,3,5,0,2,2,1,1,0.1644281315979768,9,0.1644281315979768,9
1666,36,unemployed,married,university.degree,unemployed,no,no,cellular,jul,thu,616,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,0,Q3,3,5,3,2,0,4,4,5,4,0.06566042091552077,6,0.06566042091552077,6
1667,55,admin.,married,high.school,admin.,no,yes,cellular,apr,wed,307,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,1,Q2,5,4,3,5,0,1,1,2,2,0.13266037400764777,8,0.13266037400764777,8
1668,50,blue-collar,married,Basic,blue-collar,no,no,cellular,jul,mon,1130,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1,Q3,5,5,3,2,0,4,4,4,4,0.039580569316719244,3,0.039580569316719244,3
1669,37,blue-collar,married,professional.course,blue-collar,yes,no,cellular,apr,mon,93,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,3,2,3,2,0,1,1,2,2,0.1065496925855485,8,0.1065496925855485,8
1670,24,student,single,high.school,student,no,no,telephone,jun,wed,132,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0,Q2,1,2,3,2,0,4,4,4,4,0.04342650878571848,4,0.04342650878571848,4
1671,57,technician,married,university.degree,technician,no,yes,telephone,may,mon,76,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,5,1,3,2,0,3,3,3,3,0.03711796458566905,3,0.03711796458566905,3
1672,59,retired,divorced,high.school,retired,yes,no,cellular,apr,thu,247,2,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,no,0,Q2,5,4,3,5,0,1,1,1,1,0.32790265081718517,10,0.32790265081718517,10
1673,32,admin.,single,university.degree,admin.,yes,yes,cellular,sep,tue,69,2,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no,0,Q3,2,1,3,2,0,1,1,1,1,0.3674325156486549,10,0.3674325156486549,10
1674,36,self-employed,divorced,professional.course,self-employed,yes,yes,cellular,jul,tue,110,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,3,2,3,2,0,4,4,4,4,0.04099680262576253,3,0.04099680262576253,3
1675,48,management,married,university.degree,management,yes,yes,cellular,nov,tue,747,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,1,Q4,4,5,3,2,0,1,1,1,1,0.32452213707320676,10,0.32452213707320676,10
1676,33,admin.,single,university.degree,admin.,unknown,unknown,cellular,aug,tue,313,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,2,4,3,2,0,4,4,5,4,0.07885010621542618,7,0.07885010621542618,7
1677,43,technician,divorced,professional.course,technician,yes,no,telephone,jun,mon,99,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,4,2,3,2,0,4,4,4,4,0.03616248525213382,2,0.03616248525213382,2
1678,39,blue-collar,married,unknown,blue-collar,no,no,telephone,may,fri,496,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,3,5,3,2,0,3,3,3,3,0.025636936767888086,1,0.025636936767888086,1
1679,26,blue-collar,single,high.school,blue-collar,no,no,cellular,may,fri,49,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0,Q2,1,1,3,2,0,1,1,1,2,0.11262027661736806,8,0.11262027661736806,8
1680,47,admin.,divorced,high.school,admin.,yes,no,cellular,sep,tue,188,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,no,0,Q3,4,3,1,5,1,1,1,1,1,0.7718291066864669,10,0.7718291066864669,10
1681,24,technician,single,professional.course,technician,yes,no,cellular,jul,wed,171,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,1,3,3,2,0,4,4,4,4,0.049855822570668125,4,0.049855822570668125,4
1682,35,self-employed,married,university.degree,self-employed,no,no,telephone,nov,mon,81,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0,Q4,2,1,3,2,0,2,2,3,3,0.044112029271788686,4,0.044112029271788686,4
1683,26,student,single,Basic,student,yes,no,cellular,oct,tue,75,2,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,no,0,Q4,1,1,3,5,0,1,1,1,1,0.37282289579644945,10,0.37282289579644945,10
1684,31,unemployed,single,university.degree,unemployed,yes,no,cellular,may,tue,11,9,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,0,Q2,1,1,3,2,0,1,1,2,2,0.08684335798335727,7,0.08684335798335727,7
1685,33,blue-collar,single,high.school,blue-collar,no,no,cellular,may,mon,2301,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,1,Q2,2,5,3,2,0,1,1,1,2,0.13763488770394672,8,0.13763488770394672,8
1686,53,admin.,single,high.school,admin.,yes,yes,telephone,apr,wed,75,3,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no,0,Q2,5,1,3,2,0,1,1,2,2,0.09152439475040222,7,0.09152439475040222,7
1687,43,technician,married,professional.course,technician,no,no,cellular,may,thu,460,1,999,1,failure,-1.8,93.876,-40.0,0.699,5008.7,yes,1,Q2,4,5,3,5,0,1,1,1,1,0.3274840279754371,10,0.3274840279754371,10
1688,34,technician,single,professional.course,technician,yes,yes,telephone,aug,mon,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,0,Q3,2,1,3,2,0,4,4,5,4,0.07406211916372972,6,0.07406211916372972,6
1689,41,technician,single,professional.course,technician,yes,no,cellular,aug,tue,54,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0,Q3,3,1,3,2,0,4,4,5,4,0.10149912411525783,7,0.10149912411525783,7
1690,33,blue-collar,married,Basic,blue-collar,no,no,cellular,may,wed,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0,Q2,2,2,3,2,0,1,1,1,2,0.1248941317271334,8,0.1248941317271334,8
1691,33,technician,married,professional.course,technician,no,no,telephone,jun,mon,220,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,2,3,3,2,0,4,4,4,4,0.03243932293000632,2,0.03243932293000632,2
1692,47,technician,married,unknown,technician,yes,no,cellular,jul,wed,239,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0,Q3,4,4,3,2,0,4,4,4,4,0.05743658568908312,5,0.05743658568908312,5
1693,29,admin.,married,high.school,admin.,yes,yes,cellular,aug,mon,36,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,1,1,3,2,0,4,4,5,4,0.0653963744423324,6,0.0653963744423324,6
1694,25,blue-collar,single,Basic,blue-collar,no,no,cellular,may,fri,170,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0,Q2,1,3,3,2,0,1,1,1,2,0.12726471214837673,8,0.12726471214837673,8
1695,35,admin.,married,high.school,admin.,no,no,telephone,may,mon,66,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,2,1,3,2,0,3,3,3,3,0.03209066945013417,2,0.03209066945013417,2
1696,29,technician,married,professional.course,technician,yes,no,cellular,jul,wed,332,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,1,4,3,2,0,4,4,4,4,0.07603691428362452,6,0.07603691428362452,6
1697,57,retired,married,university.degree,retired,no,no,cellular,apr,thu,81,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no,0,Q2,5,1,3,5,0,1,1,2,2,0.16935327299901645,9,0.16935327299901645,9
1698,49,unemployed,married,Basic,unemployed,no,no,cellular,apr,mon,68,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,4,1,3,5,0,1,1,2,2,0.09223487282916794,7,0.09223487282916794,7
1699,35,admin.,married,university.degree,admin.,yes,no,telephone,may,fri,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,2,3,3,2,0,3,3,3,3,0.05371453402303095,5,0.05371453402303095,5
1700,31,blue-collar,married,Basic,blue-collar,no,no,telephone,may,wed,439,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,1,5,3,2,0,3,3,3,3,0.032587675023947174,2,0.032587675023947174,2
1701,43,admin.,married,high.school,admin.,no,no,cellular,nov,tue,127,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0,Q4,4,2,3,2,0,2,2,2,3,0.06593821323427108,6,0.06593821323427108,6
1702,34,blue-collar,married,Basic,blue-collar,yes,no,cellular,jul,mon,320,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0,Q3,2,4,3,2,0,4,4,4,4,0.04914291678152452,4,0.04914291678152452,4
1703,38,admin.,single,university.degree,admin.,yes,no,telephone,jun,tue,284,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0,Q2,3,4,3,2,0,4,4,4,4,0.045372301405816745,4,0.045372301405816745,4
1704,43,admin.,married,university.degree,admin.,yes,no,cellular,aug,wed,281,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0,Q3,4,4,3,2,0,4,4,5,4,0.07101018385512611,6,0.07101018385512611,6
1705,38,management,married,university.degree,management,yes,no,cellular,nov,thu,83,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0,Q4,3,1,3,2,0,2,2,2,3,0.0679133193946441,6,0.0679133193946441,6
1706,46,blue-collar,married,professional.course,blue-collar,no,no,telephone,may,wed,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,4,3,2,0,3,3,3,3,0.042745783344520706,3,0.042745783344520706,3
1707,39,admin.,single,high.school,admin.,no,no,telephone,may,thu,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,Q2,3,4,3,2,0,3,3,3,3,0.039785941931204896,3,0.039785941931204896,3
1708,47,entrepreneur,married,professional.course,entrepreneur,no,no,telephone,may,tue,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,5,3,2,0,3,3,3,3,0.04441859774684111,4,0.04441859774684111,4
1709,25,blue-collar,single,Basic,blue-collar,yes,no,telephone,may,fri,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,1,4,3,2,0,3,3,3,3,0.03254394282901945,2,0.03254394282901945,2
1710,38,management,married,high.school,management,no,no,telephone,may,tue,776,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,3,5,3,2,0,3,3,3,3,0.03583123207118866,2,0.03583123207118866,2
1711,36,technician,married,professional.course,technician,no,yes,telephone,jun,thu,247,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0,Q2,3,4,3,2,0,4,4,4,4,0.04037576675757198,3,0.04037576675757198,3
1712,30,admin.,married,university.degree,admin.,yes,no,cellular,apr,tue,496,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,1,Q2,1,5,3,2,0,1,1,2,2,0.17362838762140254,9,0.17362838762140254,9
1713,34,admin.,single,university.degree,admin.,yes,no,cellular,mar,tue,568,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,yes,1,Q1,2,5,1,5,1,1,1,1,1,0.821026646988574,10,0.821026646988574,10
1714,47,self-employed,married,university.degree,self-employed,unknown,unknown,cellular,aug,tue,95,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0,Q3,4,2,3,2,0,4,4,5,4,0.05580744922497798,5,0.05580744922497798,5
1715,46,entrepreneur,married,high.school,entrepreneur,yes,no,cellular,aug,mon,109,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no,0,Q3,4,2,3,2,0,1,1,1,1,0.3326628749665938,10,0.3326628749665938,10
1716,45,admin.,married,Basic,admin.,yes,no,telephone,may,wed,173,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,3,3,2,0,3,3,3,3,0.04553488851151636,4,0.04553488851151636,4
1717,38,housemaid,married,university.degree,housemaid,yes,no,cellular,aug,tue,295,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0,Q3,3,4,3,2,0,4,4,5,4,0.08929505637700337,7,0.08929505637700337,7
1718,30,housemaid,married,high.school,housemaid,yes,no,telephone,may,wed,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0,Q2,1,3,3,2,0,3,3,3,3,0.045521385662689644,4,0.045521385662689644,4
1719,31,management,divorced,university.degree,management,yes,no,cellular,may,fri,156,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0,Q2,1,3,3,2,0,1,1,2,2,0.14408490708223712,9,0.14408490708223712,9
1720,52,admin.,divorced,high.school,admin.,no,no,cellular,jul,fri,87,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,5,1,3,2,0,4,4,4,4,0.03898121019142239,3,0.03898121019142239,3
1721,48,unemployed,divorced,Basic,unemployed,no,yes,telephone,jun,mon,119,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0,Q2,4,2,3,2,0,4,4,4,4,0.032732087189988206,2,0.032732087189988206,2
1722,27,blue-collar,single,Basic,blue-collar,no,no,telephone,jul,tue,68,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,1,1,3,2,0,4,4,4,4,0.0284104865339085,1,0.0284104865339085,1
1723,43,blue-collar,married,Basic,blue-collar,yes,no,telephone,jun,wed,173,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,0,Q2,4,3,3,2,0,4,4,4,4,0.028605106144362267,1,0.028605106144362267,1
1724,45,blue-collar,married,Basic,blue-collar,no,no,telephone,jun,thu,333,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0,Q2,4,4,3,2,0,4,4,4,4,0.0305158042351389,2,0.0305158042351389,2
1725,32,admin.,married,university.degree,admin.,yes,yes,cellular,aug,wed,152,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0,Q3,2,3,3,2,0,4,4,5,4,0.08736336004088663,7,0.08736336004088663,7
1726,30,admin.,married,university.degree,admin.,yes,no,cellular,aug,mon,142,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,1,2,3,2,0,4,4,5,4,0.08741871284758704,7,0.08741871284758704,7
1727,60,retired,married,professional.course,retired,yes,no,cellular,aug,thu,448,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0,Q3,5,5,3,2,0,4,4,5,4,0.08246771455705028,7,0.08246771455705028,7
1728,32,admin.,single,Basic,admin.,yes,no,cellular,jul,thu,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,0,Q3,2,1,3,2,0,4,4,4,4,0.0552925450864973,5,0.0552925450864973,5
1729,32,blue-collar,married,Basic,blue-collar,no,no,telephone,jun,mon,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,2,1,3,2,0,4,4,4,4,0.028624397800566588,1,0.028624397800566588,1
1730,54,entrepreneur,married,university.degree,entrepreneur,yes,no,telephone,jun,wed,39,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0,Q2,5,1,3,2,0,4,4,4,4,0.03762284713643175,3,0.03762284713643175,3
1731,53,management,married,high.school,management,yes,no,cellular,may,mon,8,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,0,Q2,5,1,3,2,0,1,1,2,2,0.10675616568190367,8,0.10675616568190367,8
1732,36,admin.,single,unknown,admin.,no,no,cellular,jul,tue,209,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,3,3,3,2,0,4,4,4,4,0.06009458044552262,5,0.06009458044552262,5
1733,27,technician,single,high.school,technician,yes,no,telephone,may,thu,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0,Q2,1,1,3,2,0,3,3,3,3,0.0423503883251105,3,0.0423503883251105,3
1734,29,blue-collar,married,Basic,blue-collar,no,no,cellular,may,tue,342,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no,0,Q2,1,4,3,5,0,1,1,1,2,0.12241736253442202,8,0.12241736253442202,8
